,userID,itemID,rating
261,13887,0,3
262,13907,0,0
263,13921,0,1
264,13923,0,1
265,13943,0,0
266,13974,0,1
267,13975,0,2
268,13983,0,0
269,13995,0,0
270,1400,0,2
271,14000,0,1
272,14011,0,1
273,14027,0,0
274,14040,0,5
275,14050,0,1
276,14057,0,1
277,14060,0,1
278,14061,0,0
279,14064,0,1
280,14065,0,1
281,14072,0,1
282,14074,0,1
283,1410,0,3
284,14104,0,1
285,14113,0,2
286,14114,0,1
287,14130,0,1
288,14157,0,0
289,14162,0,1
290,14164,0,3
291,14187,0,1
292,14198,0,1
293,14202,0,1
294,14204,0,0
295,14205,0,1
296,14206,0,1
297,14212,0,3
298,14214,0,1
299,14252,0,1
300,1427,0,0
301,14270,0,0
302,14271,0,0
303,1429,0,1
304,143,0,0
305,14300,0,1
306,14305,0,0
307,1431,0,3
308,14317,0,1
309,14334,0,1
310,14347,0,1
311,14361,0,1
312,14366,0,0
313,14369,0,1
314,14371,0,1
315,14392,0,0
316,14395,0,0
317,14403,0,1
318,14410,0,0
319,14427,0,1
320,14444,0,1
321,14450,0,3
322,14457,0,1
323,1446,0,0
324,14461,0,1
325,14469,0,1
326,14490,0,1
327,14528,0,1
328,14530,0,1
329,14577,0,1
330,14607,0,0
331,14616,0,1
332,14625,0,1
333,14627,0,1
334,14650,0,1
335,14651,0,1
336,14677,0,1
337,14693,0,0
338,14713,0,0
339,14726,0,1
340,14747,0,0
341,14761,0,1
342,14765,0,1
343,14769,0,0
344,14773,0,1
345,14783,0,0
346,14793,0,1
347,14808,0,0
348,14812,0,1
349,14813,0,0
350,14818,0,0
351,1483,0,0
352,14839,0,1
353,14843,0,1
354,1486,0,0
355,14860,0,1
356,14861,0,1
357,14886,0,1
358,14898,0,1
359,14901,0,1
360,14911,0,1
361,14912,0,1
362,14957,0,1
363,14966,0,1
364,14969,0,0
365,14975,0,1
366,14994,0,1
367,15005,0,1
368,15008,0,1
369,15010,0,0
370,15011,0,1
371,1504,0,2
372,15044,0,0
373,1505,0,1
374,15084,0,1
375,15093,0,1
376,15103,0,1
377,15104,0,1
378,15105,0,0
379,15107,0,1
380,15108,0,3
381,15112,0,1
382,15114,0,1
383,15119,0,1
384,15122,0,1
385,15126,0,1
386,15127,0,1
387,15136,0,1
388,15138,0,1
389,15156,0,1
390,1516,0,1
391,15160,0,1
392,15165,0,1
393,15177,0,0
394,15179,0,1
395,15181,0,1
396,15197,0,0
397,15207,0,1
398,15217,0,1
399,15220,0,0
400,15221,0,1
401,1524,0,8
402,15253,0,1
403,1526,0,1
404,15265,0,1
405,15269,0,1
406,15284,0,1
407,15290,0,1
408,153,0,1
409,15316,0,0
410,15324,0,1
411,15329,0,1
412,15356,0,1
413,15357,0,1
414,15370,0,1
415,1538,0,1
416,15387,0,1
417,15398,0,1
418,15403,0,1
419,15412,0,0
420,15413,0,1
421,15440,0,1
422,15447,0,1
423,15469,0,0
424,15473,0,0
425,15478,0,1
426,15486,0,0
427,15497,0,1
428,15498,0,1
429,15510,0,1
430,15523,0,1
431,15571,0,1
432,15573,0,2
433,15578,0,1
434,15587,0,0
435,15592,0,1
436,15616,0,0
437,15619,0,1
438,15626,0,1
439,15638,0,1
440,15646,0,0
441,15649,0,0
442,15655,0,1
443,1567,0,1
444,15671,0,1
445,15675,0,1
446,15692,0,1
447,15693,0,0
448,15694,0,1
449,157,0,0
450,15701,0,1
451,15704,0,1
452,15706,0,1
453,15721,0,1
454,15723,0,1
455,15742,0,1
456,15752,0,1
457,15757,0,1
458,1576,0,1
459,15781,0,1
460,15785,0,1
461,15823,0,1
462,15841,0,1
463,15849,0,0
464,15858,0,1
465,15868,0,3
466,1587,0,1
467,15882,0,1
468,15904,0,0
469,15908,0,1
470,15928,0,1
471,15940,0,1
472,15957,0,1
473,15959,0,4
474,1596,0,1
475,15993,0,1
476,15997,0,1
477,160,0,1
478,16000,0,0
479,16019,0,1
480,16029,0,1
481,16034,0,1
482,16056,0,0
483,16059,0,1
484,16064,0,0
485,16068,0,0
486,16076,0,1
487,16079,0,1
488,16080,0,1
489,16084,0,1
490,16120,0,1
491,16138,0,1
492,16172,0,1
493,16175,0,1
494,1619,0,3
495,16202,0,1
496,16224,0,1
497,16276,0,1
498,16305,0,1
499,16339,0,1
500,16365,0,1
501,16366,0,1
502,16378,0,1
503,16383,0,1
504,16389,0,0
505,16393,0,1
506,164,0,1
507,16400,0,1
508,16411,0,0
509,16416,0,1
510,16429,0,1
511,16443,0,0
512,16468,0,1
513,16471,0,1
514,1648,0,3
515,16483,0,1
516,16488,0,1
517,16494,0,1
518,16511,0,0
519,16522,0,1
520,16524,0,1
521,16528,0,1
522,16538,0,0
523,1654,0,1
524,16541,0,1
525,16563,0,1
526,16568,0,1
527,16579,0,1
528,16597,0,1
529,16608,0,1
530,16609,0,1
531,1663,0,1
532,16638,0,1
533,16640,0,1
534,16648,0,0
535,16672,0,1
536,16677,0,1
537,16683,0,0
538,167,0,1
539,16716,0,1
540,16741,0,1
541,16748,0,0
542,16755,0,1
543,16796,0,1
544,168,0,1
545,16894,0,1
546,1694,0,1
547,1695,0,3
548,1707,0,1
549,17093,0,1
550,17152,0,0
551,1720,0,1
552,17239,0,1
553,17252,0,0
554,17281,0,1
555,1729,0,0
556,17327,0,0
557,17387,0,1
558,17483,0,0
559,17488,0,1
560,17494,0,1
561,17511,0,0
562,17538,0,1
563,17548,0,1
564,17640,0,0
565,17661,0,1
566,17671,0,1
567,1768,0,1
568,17716,0,1
569,17718,0,0
570,1775,0,0
571,17752,0,0
572,17783,0,0
573,17785,0,0
574,17804,0,0
575,17814,0,1
576,17825,0,1
577,17858,0,1
578,17888,0,1
579,17913,0,1
580,17920,0,1
581,17926,0,0
582,17927,0,1
583,17951,0,1
584,17974,0,1
585,17978,0,0
586,17988,0,1
587,17994,0,1
588,1801,0,2
589,1802,0,7
590,18028,0,1
591,18058,0,1
592,1806,0,0
593,18069,0,0
594,18077,0,0
595,18098,0,0
596,18100,0,1
597,18128,0,1
598,18134,0,0
599,18155,0,0
600,18201,0,1
601,18208,0,0
602,18221,0,6
603,18238,0,1
604,18248,0,1
605,18249,0,1
606,18263,0,1
607,18275,0,1
608,18287,0,1
609,18315,0,0
610,18321,0,1
611,1835,0,3
612,18351,0,1
613,18352,0,1
614,18358,0,1
615,18382,0,1
616,18388,0,1
617,1839,0,3
618,18402,0,1
619,18409,0,0
620,18411,0,1
621,18425,0,1
622,18447,0,0
623,18460,0,1
624,18463,0,1
625,18474,0,1
626,18486,0,1
627,1850,0,0
628,18501,0,2
629,18506,0,1
630,1851,0,1
631,18513,0,1
632,18517,0,1
633,18518,0,1
634,18538,0,1
635,18561,0,1
636,18576,0,1
637,1860,0,1
638,18607,0,1
639,18612,0,1
640,18624,0,1
641,18626,0,1
642,18630,0,1
643,18639,0,1
644,1865,0,1
645,18690,0,1
646,18708,0,1
647,18721,0,1
648,18729,0,1
649,18745,0,1
650,18768,0,1
651,18777,0,1
652,18840,0,1
653,18855,0,0
654,18861,0,1
655,1888,0,1
656,18902,0,1
657,18920,0,1
658,18932,0,1
659,18940,0,1
660,18944,0,1
661,18949,0,1
662,18982,0,1
663,1899,0,0
664,19027,0,0
665,19028,0,1
666,19029,0,1
667,1903,0,1
668,1904,0,1
669,19060,0,1
670,19071,0,1
671,19093,0,1
672,19094,0,1
673,19097,0,2
674,19118,0,1
675,19119,0,0
676,19122,0,1
677,19127,0,1
678,19144,0,1
679,19152,0,1
680,19156,0,1
681,19188,0,1
682,19196,0,1
683,19200,0,0
684,19205,0,1
685,19214,0,1
686,19221,0,1
687,19247,0,1
688,1925,0,1
689,19258,0,1
690,19266,0,1
691,19269,0,1
692,19276,0,1
693,19280,0,1
694,19289,0,1
695,19291,0,1
696,19310,0,1
697,19318,0,1
698,19321,0,1
699,19338,0,1
700,1934,0,1
701,19361,0,1
702,19382,0,0
703,19386,0,0
704,19406,0,0
705,19410,0,1
706,19418,0,1
707,19437,0,1
708,19439,0,0
709,19465,0,1
710,19467,0,1
711,19472,0,1
712,19498,0,1
713,19500,0,0
714,19505,0,1
715,19507,0,1
716,19524,0,1
717,19542,0,1
718,19545,0,1
719,1955,0,0
720,19564,0,1
721,19568,0,1
722,19585,0,1
723,19607,0,0
724,19620,0,1
725,19669,0,1
726,19687,0,1
727,1970,0,1
728,19721,0,1
729,19734,0,1
730,1976,0,1
731,19779,0,1
732,19784,0,1
733,19803,0,1
734,19816,0,0
735,19845,0,1
736,19898,0,0
737,19902,0,0
738,19903,0,1
739,1992,0,1
740,19921,0,0
741,19922,0,1
742,19930,0,1
743,19933,0,1
744,19962,0,1
745,19971,0,1
746,19997,0,1
747,200,0,1
748,20008,0,1
749,20032,0,0
750,20087,0,1
751,20123,0,1
752,20136,0,1
753,20145,0,1
754,2015,0,0
755,20172,0,1
756,20181,0,0
757,20196,0,1
758,20202,0,0
759,2023,0,1
760,20253,0,1
761,2029,0,0
762,20297,0,1
763,20311,0,1
764,20322,0,1
765,20324,0,1
766,20331,0,1
767,20342,0,1
768,20379,0,1
769,20389,0,1
770,20398,0,1
771,20399,0,1
772,204,0,0
773,20427,0,1
774,2052,0,1
775,2058,0,0
776,2069,0,0
777,2071,0,1
778,2074,0,0
779,2087,0,3
780,2098,0,0
781,2108,0,1
782,2121,0,2
783,2132,0,0
784,2141,0,1
785,21493,0,1
786,2151,0,1
787,218,0,1
788,2193,0,0
789,2196,0,1
790,2200,0,1
791,22088,0,0
792,22089,0,1
793,2209,0,1
794,221,0,1
795,22189,0,1
796,2222,0,1
797,2225,0,1
798,2231,0,0
799,2246,0,1
800,225,0,1
801,2262,0,1
802,23024,0,0
803,23051,0,1
804,2309,0,0
805,2310,0,1
806,2318,0,0
807,23202,0,0
808,2327,0,1
809,23304,0,0
810,23314,0,0
811,23418,0,0
812,2352,0,0
813,23591,0,0
814,2363,0,3
815,23647,0,0
816,2383,0,0
817,23861,0,1
818,2397,0,1
819,24033,0,0
820,2404,0,1
821,2412,0,1
822,2414,0,0
823,2429,0,1
824,24534,0,0
825,2454,0,0
826,24566,0,0
827,24626,0,0
828,2465,0,1
829,24717,0,0
830,2472,0,0
831,2478,0,2
832,2482,0,1
833,2483,0,1
834,2495,0,0
835,25,0,1
836,2506,0,0
837,2508,0,1
838,2509,0,1
839,25121,0,0
840,2528,0,1
841,254,0,1
842,25457,0,0
843,25603,0,0
844,2564,0,1
845,25667,0,0
846,25777,0,0
847,25957,0,0
848,2610,0,1
849,2612,0,1
850,264,0,1
851,26543,0,0
852,26574,0,0
853,26630,0,0
854,26770,0,0
855,268,0,1
856,2682,0,1
857,2690,0,1
858,26921,0,0
859,2703,0,1
860,27169,0,0
861,2717,0,1
862,27339,0,1
863,27388,0,0
864,27490,0,1
865,27747,0,0
866,27808,0,1
867,27828,0,0
868,2790,0,1
869,28185,0,1
870,2825,0,1
871,2828,0,1
872,2834,0,1
873,2867,0,1
874,289,0,1
875,2910,0,1
876,2932,0,1
877,2968,0,1
878,2974,0,1
879,2981,0,1
880,2997,0,1
881,3004,0,1
882,3014,0,0
883,3031,0,1
884,3054,0,1
885,306,0,1
886,3071,0,1
887,3083,0,6
888,3098,0,1
889,3116,0,1
890,3120,0,0
891,3122,0,1
892,313,0,1
893,3135,0,1
894,3157,0,3
895,316,0,1
896,3169,0,1
897,3174,0,1
898,3186,0,1
899,3192,0,1
900,3201,0,0
901,3226,0,1
902,324,0,1
903,3286,0,1
904,33,0,1
905,3300,0,1
906,3336,0,1
907,3356,0,0
908,3357,0,1
909,3368,0,10
910,3386,0,1
911,3427,0,1
912,3428,0,1
913,3493,0,3
914,354,0,0
915,3546,0,0
916,3561,0,1
917,357,0,1
918,3586,0,1
919,36,0,1
920,3626,0,1
921,3629,0,1
922,363,0,1
923,3716,0,2
924,3731,0,0
925,375,0,1
926,3846,0,1
927,3855,0,1
928,3897,0,1
929,3899,0,1
930,392,0,1
931,3935,0,2
932,3941,0,1
933,3971,0,1
934,3981,0,0
935,4007,0,1
936,4013,0,1
937,4022,0,3
938,4026,0,1
939,4044,0,0
940,405,0,0
941,4066,0,1
942,4091,0,0
943,4098,0,0
944,4192,0,1
945,4200,0,1
946,4205,0,0
947,4218,0,0
948,4233,0,1
949,4237,0,2
950,4249,0,0
951,4268,0,1
952,427,0,0
953,4291,0,3
954,4303,0,1
955,431,0,1
956,4316,0,1
957,4349,0,0
958,4359,0,3
959,4376,0,1
960,44,0,1
961,4402,0,1
962,442,0,2
963,4471,0,1
964,4495,0,1
965,450,0,1
966,4500,0,1
967,451,0,0
968,4527,0,0
969,454,0,1
970,4563,0,1
971,458,0,3
972,4581,0,1
973,4593,0,4
974,4605,0,0
975,4608,0,1
976,4617,0,1
977,4631,0,1
978,4637,0,1
979,4681,0,0
980,4712,0,1
981,472,0,0
982,4736,0,1
983,475,0,6
984,4793,0,0
985,4810,0,2
986,483,0,3
987,4839,0,3
988,4840,0,0
989,4858,0,1
990,4866,0,0
991,489,0,1
992,4924,0,5
993,493,0,0
994,4931,0,0
995,4959,0,1
996,4964,0,2
997,4974,0,1
998,4981,0,1
999,4998,0,2
1000,5006,0,0
1001,5015,0,1
1002,5029,0,1
1003,5030,0,0
1004,504,0,3
1005,5040,0,1
1006,5071,0,1
1007,5092,0,0
1008,5105,0,0
1009,5131,0,3
1010,5134,0,1
1011,517,0,6
1012,5193,0,2
1013,5211,0,1
1014,5224,0,1
1015,5241,0,1
1016,5258,0,0
1017,5264,0,0
1018,528,0,1
1019,5304,0,1
1020,5320,0,1
1021,5330,0,0
1022,5338,0,1
1023,5342,0,0
1024,5370,0,1
1025,5382,0,1
1026,5394,0,0
1027,540,0,1
1028,5416,0,1
1029,5454,0,1
1030,5459,0,1
1031,5479,0,1
1032,548,0,1
1033,5488,0,1
1034,5496,0,1
1035,5527,0,1
1036,5570,0,1
1037,5577,0,3
1038,5598,0,0
1039,56,0,1
1040,5618,0,1
1041,5640,0,1
1042,5661,0,1
1043,5678,0,3
1044,571,0,2
1045,573,0,0
1046,5734,0,3
1047,5752,0,1
1048,5754,0,1
1049,5760,0,1
1050,5776,0,1
1051,5782,0,1
1052,5797,0,1
1053,583,0,1
1054,5839,0,2
1055,584,0,0
1056,5848,0,1
1057,589,0,1
1058,5931,0,1
1059,5960,0,2
1060,599,0,0
1061,60,0,0
1062,6042,0,1
1063,6056,0,1
1064,6064,0,0
1065,6072,0,1
1066,6074,0,1
1067,6078,0,1
1068,6087,0,1
1069,6096,0,1
1070,6101,0,1
1071,6114,0,1
1072,6118,0,2
1073,6125,0,1
1074,6135,0,0
1075,6141,0,1
1076,6162,0,1
1077,6220,0,1
1078,6232,0,1
1079,6241,0,1
1080,6244,0,1
1081,6254,0,1
1082,6286,0,1
1083,6293,0,1
1084,6305,0,1
1085,6335,0,0
1086,6348,0,1
1087,6349,0,1
1088,6362,0,1
1089,6377,0,1
1090,6386,0,1
1091,6389,0,1
1092,6438,0,1
1093,6491,0,1
1094,6499,0,4
1095,6509,0,1
1096,6513,0,1
1097,6522,0,1
1098,6587,0,0
1099,6630,0,2
1100,6648,0,3
1101,6651,0,1
1102,6652,0,1
1103,6685,0,1
1104,6691,0,1
1105,6692,0,1
1106,6701,0,1
1107,6702,0,3
1108,6709,0,1
1109,6710,0,1
1110,6720,0,1
1111,6740,0,2
1112,6742,0,0
1113,6747,0,1
1114,6767,0,1
1115,677,0,1
1116,678,0,0
1117,6782,0,3
1118,6788,0,1
1119,6797,0,1
1120,6813,0,0
1121,6823,0,1
1122,6839,0,1
1123,6843,0,1
1124,6846,0,1
1125,6884,0,1
1126,6888,0,1
1127,6917,0,1
1128,6942,0,1
1129,6954,0,1
1130,697,0,1
1131,7002,0,1
1132,7007,0,1
1133,7055,0,1
1134,7085,0,1
1135,7096,0,1
1136,7104,0,1
1137,7112,0,1
1138,713,0,4
1139,715,0,1
1140,7160,0,4
1141,7184,0,0
1142,7199,0,1
1143,72,0,3
1144,7205,0,0
1145,7244,0,1
1146,7283,0,1
1147,7295,0,1
1148,7307,0,0
1149,7319,0,0
1150,7328,0,1
1151,735,0,0
1152,736,0,1
1153,7363,0,1
1154,7392,0,2
1155,7424,0,0
1156,7428,0,2
1157,745,0,1
1158,7468,0,1
1159,7476,0,1
1160,7491,0,1
1161,7494,0,1
1162,7504,0,1
1163,7515,0,1
1164,7532,0,1
1165,7583,0,1
1166,76,0,1
1167,7612,0,2
1168,7625,0,1
1169,7632,0,1
1170,764,0,1
1171,7643,0,1
1172,7645,0,1
1173,7654,0,5
1174,7690,0,3
1175,7705,0,1
1176,7706,0,1
1177,7709,0,1
1178,7711,0,0
1179,7720,0,1
1180,773,0,1
1181,7755,0,1
1182,7760,0,1
1183,7765,0,0
1184,7774,0,0
1185,7786,0,0
1186,7819,0,1
1187,7844,0,2
1188,7852,0,3
1189,7853,0,1
1190,7871,0,2
1191,7881,0,1
1192,7890,0,3
1193,7911,0,1
1194,7951,0,1
1195,7968,0,1
1196,7985,0,3
1197,7992,0,1
1198,8008,0,1
1199,8011,0,0
1200,8046,0,1
1201,8058,0,0
1202,8062,0,1
1203,8083,0,3
1204,810,0,1
1205,8104,0,1
1206,8107,0,1
1207,8113,0,1
1208,812,0,1
1209,813,0,1
1210,8157,0,0
1211,8174,0,1
1212,8186,0,1
1213,8191,0,1
1214,8193,0,3
1215,8196,0,1
1216,8209,0,1
1217,821,0,1
1218,8216,0,1
1219,8228,0,0
1220,8259,0,1
1221,8288,0,1
1222,8293,0,1
1223,8325,0,1
1224,8351,0,1
1225,837,0,1
1226,8400,0,1
1227,8415,0,1
1228,8436,0,1
1229,845,0,1
1230,8467,0,1
1231,8479,0,1
1232,851,0,1
1233,854,0,0
1234,8545,0,0
1235,8548,0,1
1236,855,0,1
1237,8554,0,0
1238,8612,0,1
1239,8613,0,1
1240,8619,0,1
1241,8655,0,1
1242,8657,0,1
1243,8667,0,3
1244,8676,0,1
1245,8683,0,1
1246,8702,0,1
1247,8729,0,1
1248,8732,0,1
1249,8764,0,1
1250,8784,0,1
1251,8786,0,1
1252,879,0,1
1253,8801,0,3
1254,8822,0,1
1255,8843,0,0
1256,8852,0,1
1257,8864,0,3
1258,8872,0,0
1259,8896,0,1
1260,892,0,1
1261,8927,0,0
1262,8982,0,1
1263,9,0,1
1264,9054,0,1
1265,9060,0,1
1266,9096,0,0
1267,91,0,0
1268,9129,0,1
1269,9145,0,1
1270,9157,0,0
1271,9198,0,1
1272,9213,0,0
1273,9216,0,1
1274,9249,0,0
1275,9289,0,1
1276,9291,0,1
1277,9306,0,1
1278,9309,0,1
1279,9318,0,0
1280,9325,0,0
1281,9350,0,1
1282,9361,0,0
1283,9382,0,1
1284,939,0,0
1285,940,0,2
1286,9421,0,1
1287,9479,0,1
1288,949,0,0
1289,9492,0,1
1290,9540,0,1
1291,9678,0,0
1292,9706,0,1
1293,9734,0,1
1294,9760,0,1
1295,977,0,1
1296,9778,0,0
1297,98,0,3
1298,9803,0,1
1299,9806,0,1
1300,9833,0,1
1301,986,0,0
1302,9866,0,2
1303,9923,0,1
1304,9946,0,1
1305,9970,0,1
1306,999,0,1
1307,0,1,1
1308,10001,1,1
1309,10007,1,0
1310,10008,1,1
1311,10018,1,1
1312,10020,1,1
1313,10031,1,1
1314,10033,1,0
1315,10034,1,1
1316,10036,1,0
1317,10043,1,1
1318,10044,1,1
1319,10047,1,1
1320,1005,1,1
1321,10054,1,0
1322,10064,1,1
1323,10076,1,3
1324,10082,1,1
1325,10085,1,1
1326,10089,1,0
1327,10091,1,1
1328,10094,1,1
1329,10107,1,1
1330,1012,1,3
1331,10127,1,1
1332,10128,1,0
1333,10144,1,1
1334,10149,1,1
1335,1015,1,2
1336,10151,1,2
1337,10155,1,0
1338,10166,1,0
1339,10188,1,1
1340,10194,1,2
1341,1020,1,1
1342,10205,1,0
1343,1021,1,5
1344,10217,1,1
1345,1022,1,3
1346,10221,1,1
1347,10226,1,1
1348,1023,1,1
1349,1026,1,0
1350,10268,1,1
1351,10271,1,1
1352,10280,1,1
1353,10295,1,0
1354,10298,1,1
1355,10304,1,1
1356,10305,1,1
1357,10306,1,1
1358,10308,1,1
1359,1031,1,1
1360,10313,1,1
1361,10315,1,1
1362,10329,1,0
1363,1033,1,0
1364,10330,1,1
1365,10333,1,1
1366,10341,1,0
1367,10344,1,2
1368,10357,1,0
1369,10361,1,3
1370,1037,1,5
1371,10374,1,1
1372,10381,1,1
1373,10387,1,1
1374,10389,1,1
1375,1041,1,1
1376,10417,1,0
1377,10419,1,0
1378,10420,1,2
1379,10428,1,0
1380,1043,1,2
1381,10430,1,1
1382,10436,1,1
1383,10444,1,0
1384,10452,1,0
1385,10457,1,1
1386,1046,1,1
1387,10476,1,1
1388,10477,1,1
1389,10488,1,0
1390,10491,1,0
1391,10495,1,1
1392,105,1,1
1393,10508,1,0
1394,10511,1,1
1395,10515,1,1
1396,10519,1,3
1397,1052,1,0
1398,10526,1,1
1399,10527,1,1
1400,1053,1,0
1401,10532,1,1
1402,10539,1,0
1403,10547,1,1
1404,10548,1,1
1405,10550,1,1
1406,10559,1,1
1407,1056,1,1
1408,10566,1,1
1409,10568,1,3
1410,1057,1,4
1411,10583,1,2
1412,10587,1,0
1413,10594,1,0
1414,10599,1,1
1415,10609,1,1
1416,10613,1,0
1417,10617,1,0
1418,10643,1,0
1419,10659,1,0
1420,10660,1,1
1421,10661,1,3
1422,10663,1,0
1423,10666,1,1
1424,10683,1,1
1425,10687,1,3
1426,10688,1,1
1427,10698,1,1
1428,10709,1,0
1429,1073,1,3
1430,10735,1,0
1431,10738,1,1
1432,1076,1,1
1433,10765,1,1
1434,10776,1,1
1435,108,1,4
1436,1080,1,1
1437,10805,1,0
1438,1081,1,0
1439,10811,1,1
1440,10813,1,0
1441,10817,1,0
1442,10825,1,0
1443,1083,1,2
1444,10835,1,0
1445,10843,1,1
1446,10846,1,2
1447,10848,1,1
1448,10861,1,1
1449,10868,1,0
1450,10871,1,2
1451,10873,1,1
1452,10876,1,1
1453,10877,1,0
1454,10884,1,0
1455,10886,1,1
1456,10889,1,0
1457,10898,1,1
1458,1090,1,1
1459,1091,1,0
1460,10914,1,0
1461,10918,1,1
1462,1092,1,2
1463,10922,1,0
1464,10929,1,0
1465,1093,1,0
1466,1094,1,0
1467,10948,1,0
1468,10957,1,1
1469,10966,1,3
1470,1097,1,1
1471,10971,1,1
1472,10975,1,0
1473,10978,1,1
1474,10987,1,0
1475,10993,1,3
1476,11,1,1
1477,11004,1,1
1478,11005,1,0
1479,11029,1,3
1480,11043,1,1
1481,11049,1,0
1482,11055,1,0
1483,11066,1,0
1484,11077,1,1
1485,1108,1,0
1486,11097,1,1
1487,111,1,1
1488,11109,1,1
1489,11124,1,0
1490,11127,1,0
1491,11133,1,0
1492,11139,1,1
1493,11151,1,1
1494,11166,1,0
1495,1119,1,1
1496,11190,1,1
1497,11198,1,1
1498,11217,1,0
1499,11229,1,1
1500,1126,1,0
1501,11263,1,0
1502,11264,1,1
1503,1127,1,1
1504,11270,1,0
1505,11278,1,0
1506,11283,1,1
