id,customerId,products
469,553,13|42
470,554,9|9|199
471,555,263|211|191|268
472,556,287|160|160
473,558,224
474,559,256|20|21
475,562,33|20|20
476,563,82|154|154|154|173
477,565,234|234|286
478,566,273
479,567,145|145|257|191|191
480,568,24|24|88|29|29|213|23|260
481,569,33
482,570,23|23|29|29|107|107
483,572,236|236|62|199|23|23
484,573,166|15|15
485,575,296|2
486,577,11|11|11
487,578,172|172|172|20|20
488,579,20|2|177|177|177
489,580,2
490,582,297
491,583,23
492,584,11|11|2|2|107|107
493,585,41|41|33
494,588,111
495,589,23|16|107|29
496,590,23|23
497,591,241|146
498,592,49|190|190|2|227
499,593,2|163|163|163
500,594,2|181
501,597,135|135|41|41|41|2|2
502,598,70|135|12|12|66|66|62
503,599,49|49|190|190
504,600,224|33
505,601,241
506,602,2
507,606,33|33|250
508,608,118|118|33|33
509,610,236|176|13|146
510,614,62|116
511,615,162
512,616,181
513,617,111
514,619,173|173|82|82|82
515,620,143
516,624,230|230|230
517,626,57|45
518,627,182|182|182|9|9|9
519,628,29|29|11|11
520,629,97
521,631,59
522,632,2|63|1
523,635,163|163|163
524,636,20
525,639,133
526,640,24
527,641,111|111|111
528,644,82
529,646,213|213
530,649,25|214
531,650,256|3|3|3
532,652,20|241|118|118|15
533,653,2
534,654,55|86
535,656,13|2|2|259
536,658,70|201|198
537,659,2|8
538,660,109|109|2|55
539,661,43|12|107|107
540,662,2|2|2|9
541,664,86|166|250|122|58|234
542,666,265|25
543,667,33|33|33
544,670,89
545,672,236|236|36|67|48
546,673,209|209
547,674,236|236|25|150|29
548,675,13|136|136|43|43|152|29|29|29
549,676,25
550,677,23|29|2|2|239|170|264|44|11|23
551,678,162|114|44
552,679,23|23|29|29|114|114|11
553,680,118|118|287|236|236|41
554,682,111|44
555,684,236|12|17|236|94|37|9|37|9|159
556,685,107|29|11
557,686,158|158|6|6
558,687,281|127|287|127|127|172|281|135|281|44
559,688,195|20
560,690,68
561,691,25
562,692,55|121|121|114
563,693,240|240|240
564,694,259|2|2|214|43
565,695,236|236|236
566,697,2|12|263|263|263
567,698,23|179
568,699,25|20|49|190
569,700,230
570,701,13
571,702,1|29|29|146|23|23|23
572,703,102
573,704,286|36|79|8|8|88|23|38|107
574,705,281|281|89|20|20|259|199|12|12
575,706,47|2|2
576,707,234
577,708,33|33
578,709,195|61
579,710,107|23|29|11|33|33
580,711,2|33
581,712,2|2|40|198|18|18|109
582,713,2|211|264|2|15|33|135|2|20|33
583,714,152
584,715,26
585,717,2
586,720,290|2|2
587,721,263|165|165|30
588,722,161
589,723,71
590,724,268|40
591,726,26|6
592,730,26
593,731,61|1|60
594,733,44|44|44|9|9|195|297
595,734,15|2|2|2|263|263
596,735,20|120|102
597,737,70|188
598,739,20
599,740,17|20|20|20
600,741,149
601,743,247|247|20
602,744,198|183|183|183|9|9
603,745,51
604,747,169|29|252|23
605,748,196|17|17
606,749,23|23|107|107|40|50|20|20|29|29
607,750,23|134|134|29|29|210|12
608,752,13|13
609,753,2|2|254
610,755,26
611,757,89|49|49|49
612,758,227|47
613,759,9|9|9|50|50|50|26|26|26
614,761,20|20
615,762,250|250
616,763,298|15
617,766,111|50|50|33
618,767,173|173|173
619,768,2|23|29
620,769,41|41
621,770,2|231|198|198|198
622,771,33|33|33
623,773,96|143
624,774,286
625,775,58|58|58
626,776,217|214
627,777,143|195|134|134|134
628,778,9
629,780,21
630,781,156|156|156|40|40
631,783,78|60|216|25|93|93|229|229|229
632,784,21|111|23
633,786,39
634,787,159|159
635,788,213|213
636,791,11|11|2|2|23|23|107|107
637,792,243|37|37|37
638,793,78|33
639,796,136|192|257|97
640,797,11|11|29|29|23|23
641,798,79|79|287|36|2|2|8|62|62
642,799,230|230|230|280|280
643,800,143
644,801,2|2
645,803,61|62|233
646,804,51
647,805,107|29|33
648,806,102
649,807,51
650,809,20|236|236
651,810,1|43
652,811,213|33
653,812,136
654,813,107|109
655,815,20|33|33
656,818,182|128|9|77
657,819,48|36|36|2|8|175|61
658,820,13|9
659,821,213|213|118|118|54|54
660,822,263
661,823,79|229|229|36|36|38|8|48
662,824,182|12|12|12|9
663,825,61|61|263|263|263
664,826,25
665,827,17|17|287|15|111|111|111
666,829,184|184|11|184|107|23|29|215|23|23
667,830,15|278
668,831,286|115|187|187
669,832,124
670,833,236|36
671,834,71
672,836,150|25|192
673,838,29|29|23|23
674,839,2|70|20|21|41|41|41
675,841,110|110|2|2|21
676,842,217
677,844,78
678,845,213|213|172|111|111|196|196
679,847,225|225|190|2
680,848,76|17
681,849,73|40|159|11|11|11|12|55|55
682,850,20
683,851,20|2|76
684,852,199|146|146|297
685,853,23|23|2|168|175
686,854,2
687,856,263
688,857,20|130
689,858,36|120
690,859,2|2
691,860,12
692,862,145|211|11|11|2
693,864,264|23|23|261|36|29|29|33|33
694,865,200|200|33|33|33
695,866,1|59|43
696,868,28|268|25|287|287|247
697,870,29|23|107|107
698,871,25|25
699,872,48|1|44|106|61|78|229|229|2
700,874,250
701,875,182|182|182
702,877,23|29|184
703,879,9|287|11|11|44|7
704,882,216
705,885,107|29|29|23|149|36|8
706,886,107|107|1|109|23|23|29|29
707,888,102|2
708,889,60|234|229|61|289|96|167|2
709,891,111|111|111
710,892,20|20|20|23|11|11|11|12|102|102
711,893,94|230|230|230|134
712,894,29|107|23
713,895,36|15|34|34|34|120|120|110|110
714,897,29|29|11|11|246|246|246|284|284|284
715,898,152
716,899,33|33
717,900,231|133|44|273|273
718,901,234|224|34|34|34|28|28|28
719,902,218|218|259|208|208
720,903,220
721,905,2|247|20
722,906,29|29|23|23|107|107
723,908,112|220|183|183|17
724,912,9|9|9|282|282|282
725,913,4|4
726,914,67|138|138
727,915,102|102|198|138|138|133|186|186
728,918,66
729,919,280|233
730,920,198
731,923,110|110|12|243
732,924,182|182|182
733,925,17|282|282
734,929,162|162
735,930,2|29|29|29|11|11|239
736,932,156|156|20|43|188|67|140|220|17
737,934,36|36|48|48|8|8|38|38
738,936,12|213|213|213|280
739,937,2|2
740,939,279|187|47
741,940,2
742,941,4|47
743,942,29|29|29|2
744,943,23|23|29|29
745,944,273|195|180
746,945,133|44|44|88
747,947,181
748,948,220|220|263|50|50
749,949,236|236
750,950,25
751,951,191|191|2|2|145
752,952,299
753,954,64|236|236
754,955,17|17
755,958,109|192
756,959,114|11|11|2|2|67|224|224
757,960,68|68|78
758,962,2|27|181|181|181|148|148|148
759,963,286
760,964,109
761,966,124|33|44
762,967,23|55|29|210|107
763,968,15|263|109|279|279
764,970,87|20
765,971,26|26|26
766,972,2
767,973,241|111
768,974,213|213|293|145|145|77
769,975,15|15|15|23|23|23
770,976,26|26|227|227|177|177
771,977,61
772,978,250|43|11|11|11|29|13
773,979,33|195|2
774,985,282|282|282
775,986,135
776,987,76
777,989,11|11
778,991,23|23|29|29|107|107
779,992,216
780,994,179
781,995,23|23|23|107|107|107
782,997,183|183|183
783,998,43
784,999,20|20|43|43|43
785,1000,33|150
786,1003,2|11|11|11
787,1005,11|11|11
788,1006,154|154
789,1007,33
790,1008,2|2
791,1009,68|68|68
792,1010,109
793,1012,44|44
794,1013,37|37|37|20
795,1015,111|111|111|261|261|261
796,1016,11|11|11|2|2|23|23|23
797,1017,60
798,1021,92
799,1023,170|231
800,1024,33
801,1025,20
802,1026,20|20|20
803,1027,157|175|215
804,1028,260
805,1029,20|2
806,1030,26|26|26
807,1031,152|2
808,1033,217|217|217|17|201|44|166|1
809,1034,143|229|229|105
810,1035,299|139|139
811,1036,231|231|231
812,1037,157|282|128
813,1038,3|3|3|20|20
814,1039,154|154|154|182|182|182
815,1040,20|133|133|21|50
816,1041,163|230|230|230
817,1042,163|163|127|127|127|259
818,1043,110|110|110
819,1044,84|43
820,1045,297|183|183
821,1046,25
822,1047,66|263|33
823,1048,16|16
824,1049,54|213|213|20|20
825,1050,33|213
826,1051,249
827,1052,26|26|26|77|268|268|208|259|259|20
828,1053,215|47|20
829,1054,130|7|172|66|9|240|66|287|167|50
830,1056,86|20|18
831,1057,1|1|2|2|2|43|43|280
832,1059,267|160|160
833,1060,227
834,1061,277|220|33|84|43|2|2
835,1062,217|217|133
836,1063,20|20|234
837,1064,12
838,1065,280|280|213|213
839,1066,121|121|121|24
840,1067,2|94|21
841,1068,220|2
842,1069,143|143|162
843,1070,58|18|18|0|0
844,1073,11|11|89|89|89|269|107|20
845,1074,94|23|107|29
846,1075,162|29|29|102|219|33|37|91|37|102
847,1076,15
848,1077,165|165
849,1078,22
850,1079,142
851,1080,195|231|231
852,1081,289|289
853,1082,23|23|23|78|78|33|29|29|78|29
854,1083,115|115
855,1084,25|26|2|2|27|20|20
856,1085,11|11|25|20|23|175|29|29|107
857,1086,2
858,1087,105|286
859,1088,234|20|144|15
860,1089,175|172|209|29|20|23
861,1090,4
862,1091,230|2|111
863,1092,13|13|13|162|162|1|15
864,1093,120|263|263|2|2|33
865,1094,93|289|13|70|70
866,1095,2|2|234|112|70
867,1097,2|200|200|1|1|256
868,1100,15|78|261
869,1104,208
870,1105,133
871,1106,88
872,1108,1|38
873,1110,195|251|23|107
874,1112,23|23|23|11|11|11
875,1113,234|297
876,1115,114|224
877,1116,290|290|201|201|201|40|40|40
878,1117,2|2|94|36|192|8
879,1119,2
880,1132,23|11|11|29|107
881,1134,44|44|195|16
882,1135,251|100|20|20|20
883,1137,23|23|196|196|196|227|182|107|107
884,1138,253|253|253|20|20
885,1139,2
886,1140,267
887,1142,43|168|299
888,1145,11|11|11
889,1147,20|20|234|13
890,1150,287|44|44|44|135|157|157|20|20|20
891,1156,94|41|68
892,1159,118
893,1160,56|65
894,1162,107|107|29|29|29|44|44
895,1175,68|68
896,1177,162|162|198
897,1178,281|281|23|29|281|20|29|23|20|23
898,1179,66|66|144|242
899,1180,2|2
900,1201,282|282|282
901,1202,38|194|79|48
902,1203,47|210
903,1206,12|20|20
904,1227,21
905,1228,52
906,1229,32
907,1230,20|20|20
908,1252,61
909,1263,145
910,1264,234|2
911,1291,9|9|9
912,1308,81
913,2048,61|233|2
914,2049,20|20
915,3,196|196|196
916,2052,29|11|11|11|23|23
917,5,91|91
918,2057,48|150
919,2058,29
920,11,287|104|50|111|20
921,2060,234|234|234
922,2061,44|44|44
923,2064,52
924,2065,14
925,2066,213|213|213|13|77|43|43
926,2068,213
927,2069,20|111|111
928,22,199
929,29,259|209
930,2053,55|55|55
931,2080,76|76|76|94
932,2054,20|20
933,48,17|33
934,56,247|44|44
935,58,134|134|219
936,2108,23|23
937,2109,251
938,64,298
939,2059,52
940,69,38|20
941,76,61
942,2130,20
943,2062,2|2|225
944,2153,248|248|248|132
945,110,58
946,114,295|190|49|49
947,2175,145|195
948,137,257|181|43|181|43|13|170|43|181|148
949,2187,47
950,2206,236|236|236
951,162,97|109|13
952,165,61
953,168,81|12
954,2225,234|234|234
955,178,265
956,2227,12|20|20|287
957,181,8|8|194
958,182,12
959,191,174|174|174|91|91|91
960,195,97
961,201,44
962,203,174|174|174|259
963,219,297|11|11|295|2|66
964,2279,9|9
965,245,33|33|33
966,2308,154|154
967,265,225
968,278,7
969,279,7|7|23|23|20|20|20|159
970,296,77|100
971,338,23|23|23|29|29
972,344,216|14|14
973,350,6|40
974,361,14
975,371,208
976,2110,148
977,387,2|55
978,422,110|18|36|110|48|157|12|216|18|38
979,437,17
980,459,194|194|79|79|48|48|38|38
981,462,43|43|260|260
982,480,15
983,494,44
984,501,190|190|157|49|49
985,513,97
986,533,51|7
987,540,14|11|11|11|107
988,549,148|213|213|97|18|77|14
989,573,203
990,2247,44
991,617,231|11|23|107
992,618,78
993,619,2|122
994,646,135
995,665,24|24|11|11|11
996,682,196|196|196
997,689,184
998,704,265
999,710,280|211
1000,711,1|231|231
1001,713,9|133|107|34|135|20|107|34|170|9
1002,716,15
1003,2070,17
1004,736,124|124
1005,738,196|196|196
1006,759,9|26|26|26|50
1007,761,172
1008,789,236
1009,790,14|193|193
1010,803,33|33|33
1011,808,14|14|162|162|162|263
1012,2186,20|20|20
1013,831,264|264|187|187|187
1014,880,49|190|190
1015,899,143|14
1016,911,236|236
1017,918,251
1018,921,77
1019,927,21|166
1020,934,49|190|166
1021,953,20|20|20
1022,957,11|196|196|25
1023,962,109|109
1024,968,88|88
1025,970,277
1026,979,44|33
1027,998,208|43|196
1028,1025,175
1029,1027,82|82|82|15|241|124
1030,1031,50
1031,1037,215|15|15
1032,1065,194|6|6|135|102|186
1033,1068,194|194|20
1034,1084,15|7|225
1035,1101,67|67|46|46|46|164|286
1036,1102,20|20|20
1037,1109,219
1038,1116,107|107|107
1039,1120,15|146|15|9|96|24|21|263|182|146
1040,1121,210|12
1041,1122,91|225|20
1042,1123,45|45
1043,1124,115
1044,1125,149|33|33|33|289|289|289|287|287
1045,1126,12
1046,1127,21
1047,1128,140
1048,1129,11|11|107|23|196|196|196|29|29
1049,1130,29|11|14|14|23|20|0|0|0|56
1050,1135,11|11|11
1051,1152,170|233|17|94
1052,1153,157|25|287|84|227|39|276|276
1053,1162,157|14|114|8|0|21|36|0|8|15
1054,1164,2
1055,1167,77|13|13
1056,1168,20|20
1057,1169,114|11
1058,1170,129|133
1059,1171,266|2|256|145|145|145|146
1060,1172,15
1061,1173,151
1062,1179,47
1063,1183,216|43|99|166|84|87|87|87
1064,1185,8|175|55|79|48|172|8|36|135|21
1065,1186,299|20|146|52
1066,1187,281|2|102|186|263|281|2|2|102|263
1067,1188,263|259
1068,1189,27|27|0
1069,1190,76|156|92
1070,1192,196|196
1071,1193,192
1072,1194,33|287|15|24|149
1073,1195,94|29|29
1074,1196,2|2
1075,1197,29|29|11|11|287|107|23|96|14
1076,1198,261|96|67|273|273
1077,1199,23|14|124
1078,1200,154|220
1079,1207,11|163|29|107|102|44
1080,1208,233|135
1081,1209,39|39|12|12|66|66|181|181|181
1082,1210,39|298|200|174|174|174|86|92|122|122
1083,1211,212
1084,1212,2|38|190|49|60
1085,1213,290
1086,1214,184|184|211|15|234|33|214|2|2|213
1087,1215,24|49|49|49
1088,1218,50|50|50
1089,1219,2|29|29|11|82|107|110|110|110|47
1090,1220,12|12|13|63|66|66
1091,1221,208
1092,1222,114|70|55|236
1093,1223,23|174|29|15|11|11|263|136
1094,1224,20|20|60
1095,1226,25|179|97|61
1096,1232,9|9
1097,1233,40|38|38|36|79|79|79|8|8|8
1098,1234,126
1099,1235,77|180|180|180|94|192|213|213
1100,1236,224|298
1101,1237,156|26|194|200|8|48|177|177|79|38
1102,1238,78|12|199
1103,1239,281|127|163
1104,1240,18|265|265|170|55|16|12|12
1105,1241,23|23|23|234|234|234
1106,1243,13|51|89|291
1107,1244,33|170|170|170
1108,1245,233|91|91
1109,1246,14|227|146
1110,1248,14|12|214|111|111
1111,1254,107|191|21|23|23|23|20|186|111
1112,1255,282|44|44|257
1113,1257,265|15|191|191|20
1114,1258,29|29|23|23|33|33|107|234
1115,1259,11|11|20|104|14|107|107|23|23|234
1116,1260,9|7|145
1117,1261,21|94
1118,1262,136|14|14|14|19
1119,1265,156|156|156
1120,1267,17
1121,1268,135|77|77|164
1122,1269,241|241|227|227
1123,1270,200|200|9|9|9
1124,1271,174|174
1125,1272,21
1126,1273,18|18|18|245|245|245
1127,1274,20|257
1128,1275,234|267
1129,1276,196|127|127|127|142|50
1130,1278,7|13
1131,1279,20|23|23|23|94|215
1132,1280,107|29|11|23
1133,1282,195|23|11|11|11|29|2|107|70
1134,1283,43|43
1135,1284,125
1136,1285,15
1137,1287,134|148|283
1138,1288,155
1139,1289,48|52|115|8|14
1140,1290,148|83
1141,1294,44|1|150|172|261|36|20
1142,1296,60|151|14|14
1143,1297,220|26
1144,1298,111|111
1145,1299,231|231
1146,1300,14|14
1147,1301,50|50
1148,1302,111|111|111|230
1149,1303,33|234|44|107|29|44|234|234|29|107
1150,1304,77|117|117|117
1151,1305,241
1152,1306,44|44|110
1153,1307,265
1154,1313,209
1155,1314,106|36|36|36
1156,1315,216|133
1157,1316,25|2|239|239
1158,1317,175|78
1159,1318,233
1160,1322,20|44|44
1161,1323,172
1162,1325,95
1163,1326,151|82
1164,1327,192|192
1165,1328,40
1166,1329,96
1167,1331,214|214|48|25|8|8|263|227|88|88
1168,1332,297|23|23|148|148|267
1169,1334,14|33|111
1170,1335,146|122|16
1171,1337,268
1172,1338,97|136
1173,1339,6|6|107|109|23
1174,1340,111
1175,1341,11|29|179
1176,1342,20
1177,1345,263|263|21|273
1178,1346,242|11|11|11|268|0|15|142|107|9
1179,1347,234|20|20
1180,1348,50|50
1181,1350,4|70
1182,1353,6|33|30|7
1183,1354,107|107|11|134|134
1184,1356,14|52|52|251
1185,1357,12|14|23|23|115|111|111|29|29|268
1186,1358,9
1187,1359,66
1188,1360,234|20|20
1189,1363,299
1190,1364,24
1191,1366,20|254|76|250
1192,1368,254|20|20
1193,1369,14
1194,1371,2
1195,1372,29|29|151|151|157|122|122|122
1196,1373,9|63|102|102|102
1197,1374,14
1198,1375,111|150|60
