,customerId,productId,purchase_count
216,10021,70,1
217,10022,170,1
218,10022,188,1
219,10022,46,1
220,10023,264,1
221,10024,142,2
222,10024,31,2
223,10024,5,3
224,10024,63,2
225,10024,9,2
226,10025,137,1
227,10025,141,3
228,10025,152,4
229,10026,175,5
230,10026,206,3
231,10026,216,1
232,10026,255,1
233,10026,72,2
234,10026,89,1
235,10027,145,1
236,10027,265,1
237,10027,54,2
238,10027,57,1
239,10028,224,1
240,10028,259,1
241,10029,130,1
242,10029,18,2
243,10029,20,1
244,10029,235,1
245,10029,40,1
246,10029,45,1
247,10029,99,1
248,1003,11,3
249,1003,120,1
250,1003,167,1
251,1003,185,1
252,1003,187,1
253,1003,2,3
254,1003,3,3
255,1003,51,1
256,1003,57,1
257,1003,85,1
258,1003,94,1
259,10031,1,2
260,10031,176,1
261,10031,210,1
262,10031,283,2
263,10031,52,1
264,10031,65,1
265,10031,84,1
266,10032,143,2
267,10032,183,3
268,10032,216,1
269,10033,1,1
270,10033,151,1
271,10033,50,1
272,10033,9,1
273,10034,1,2
274,10034,109,2
275,10034,143,2
276,10034,15,2
277,10034,193,3
278,10034,2,2
279,10034,25,2
280,10034,258,1
281,10034,76,2
282,10034,94,1
283,10035,9,3
284,10036,1,1
285,10036,11,1
286,10036,161,1
287,10036,17,1
288,10036,189,3
289,10036,64,3
290,10036,78,1
291,10036,95,2
292,10037,142,1
293,10037,7,2
294,10037,77,1
295,10037,84,1
296,10038,214,3
297,10039,25,1
298,1004,2,2
299,1004,50,1
300,1004,65,1
301,1004,68,1
302,1004,7,3
303,1004,82,1
304,10040,283,1
305,10040,31,2
306,10041,291,1
307,10042,86,1
308,10043,1,2
309,10043,125,2
310,10043,19,1
311,10043,199,2
312,10043,200,1
313,10043,275,2
314,10043,288,1
315,10043,39,2
316,10043,4,1
317,10043,7,2
318,10044,1,2
319,10044,195,1
320,10044,263,1
321,10044,36,1
322,10044,48,1
323,10044,79,1
324,10044,8,2
325,10044,95,2
326,10044,97,1
327,10045,128,1
328,10045,13,2
329,10045,294,1
330,10046,244,1
331,10046,255,1
332,10046,278,1
333,10046,35,1
334,10046,6,1
335,10046,65,1
336,10046,87,2
337,10047,1,2
338,10047,114,1
339,10047,139,1
340,10047,217,1
341,10047,4,1
342,10047,42,1
343,10047,45,1
344,10047,7,2
345,10047,71,1
346,10048,185,1
347,10048,187,2
348,10048,2,1
349,10048,236,2
350,10048,240,1
351,10048,85,1
352,10049,157,1
353,10049,200,1
354,10049,210,2
355,10049,69,1
356,10049,7,4
357,1005,1,2
358,1005,100,1
359,1005,11,8
360,1005,110,1
361,1005,113,1
362,1005,114,1
363,1005,116,1
364,1005,162,2
365,1005,174,1
366,1005,187,4
367,1005,188,2
368,1005,189,1
369,1005,19,4
370,1005,2,2
371,1005,202,1
372,1005,21,3
373,1005,243,1
374,1005,244,1
375,1005,247,2
376,1005,250,1
377,1005,29,1
378,1005,296,1
379,1005,298,1
380,1005,3,6
381,1005,31,2
382,1005,33,1
383,1005,35,2
384,1005,46,1
385,1005,47,1
386,1005,5,2
387,1005,62,1
388,1005,7,1
389,1005,76,2
390,1005,89,1
391,1005,95,1
392,10050,101,1
393,10050,131,2
394,10050,180,1
395,10050,216,1
396,10050,258,3
397,10050,290,2
398,10051,246,1
399,10051,284,1
400,10052,161,2
401,10054,1,1
402,10054,147,1
403,10054,203,1
404,10054,39,1
405,10055,179,1
406,10055,2,2
407,10056,143,2
408,10056,225,1
409,10056,64,1
410,10056,7,1
411,10056,71,2
412,10056,78,1
413,10057,24,2
414,10058,157,2
415,10058,209,2
416,10058,46,3
417,1006,113,2
418,1006,124,1
419,1006,14,1
420,1006,154,6
421,1006,237,1
422,1006,6,1
423,1006,77,1
424,10060,13,2
425,10060,176,1
426,10060,225,1
427,10060,84,1
428,10061,10,3
429,10061,105,1
430,10061,140,1
431,10061,148,1
432,10061,166,1
433,10061,179,1
434,10061,281,3
435,10061,4,3
436,10062,113,1
437,10062,49,1
438,10063,212,1
439,10063,36,1
440,10063,44,1
441,10063,48,1
442,10063,72,1
443,10063,79,1
444,10063,8,1
445,10064,1,2
446,10064,147,2
447,10064,165,1
448,10064,174,2
449,10064,239,2
450,10064,269,1
451,10064,66,1
452,10064,84,3
453,10065,148,1
454,10065,161,1
455,10065,176,1
456,10065,209,1
457,10065,26,3
458,10065,43,1
459,10065,7,1
460,10066,279,1
461,10066,71,1
462,10067,142,1
463,10067,15,1
464,10067,172,1
465,10067,42,1
466,10067,9,1
467,10067,93,1
468,10068,286,1
469,10069,13,1
470,10069,26,2
471,10069,286,7
472,10069,45,1
473,10069,74,2
474,1007,0,3
475,1007,101,1
476,1007,33,1
477,1007,50,1
478,1007,56,1
479,1007,9,2
480,10070,152,1
481,10070,181,1
482,10071,127,2
483,10071,163,2
484,10071,285,1
485,10071,41,2
486,10072,16,1
487,10072,190,1
488,10072,279,1
489,10072,49,2
490,10072,55,1
491,10074,13,1
492,10074,167,1
493,10074,172,1
494,10074,190,1
495,10074,21,1
496,10074,214,2
497,10074,223,1
498,10074,239,1
499,10074,24,2
500,10074,257,1
501,10074,282,1
502,10074,3,4
503,10074,36,5
504,10074,49,1
505,10074,5,1
506,10074,69,1
507,10074,76,2
508,10075,129,3
509,10075,286,2
510,10075,6,3
511,10075,87,3
512,10075,9,1
513,10076,1,4
514,10076,101,1
515,10076,130,1
516,10076,135,1
517,10076,161,2
518,10076,172,1
519,10076,191,2
520,10076,20,1
521,10076,224,1
522,10076,255,1
523,10076,44,1
524,10076,45,3
525,10076,64,6
526,10077,106,2
527,10077,139,2
528,10077,17,1
529,10077,213,2
530,10077,50,1
531,10078,11,3
532,10078,114,3
533,10078,164,2
534,10078,18,2
535,10078,181,1
536,10078,206,1
537,10078,223,3
538,10078,224,1
539,10078,256,2
540,10078,263,1
541,10078,296,2
542,10078,4,1
543,10078,40,1
544,10078,59,1
545,10078,8,2
546,10078,86,1
547,10079,71,2
548,1008,13,1
549,1008,14,2
550,1008,189,1
551,1008,2,5
552,1008,21,3
553,1008,234,1
554,1008,298,2
555,1008,4,2
556,1008,5,2
557,1008,94,2
558,1008,96,1
559,10080,6,3
560,10081,272,3
561,10082,1,2
562,10082,10,3
563,10082,147,1
564,10082,221,1
565,10082,228,1
566,10082,31,2
567,10082,32,3
568,10083,113,1
569,10083,164,1
570,10083,170,1
571,10083,46,1
572,10084,151,1
573,10084,182,1
574,10084,198,1
575,10084,45,2
576,10084,69,1
577,10085,1,2
578,10085,115,2
579,10085,238,1
580,10085,30,1
581,10085,5,1
582,10085,50,1
583,10085,7,1
584,10085,76,1
585,10085,92,1
586,10085,99,1
587,10086,161,1
588,10086,38,2
589,10086,8,1
590,10087,104,1
591,10087,147,1
592,10087,268,1
593,10087,275,2
594,10087,39,2
595,10087,86,2
596,10087,98,3
597,10088,13,2
598,10088,16,6
599,10088,168,2
600,10088,174,1
601,10088,177,1
602,10088,20,1
603,10088,219,1
604,10088,98,3
605,10089,0,1
606,10089,1,1
607,10089,10,1
608,10089,102,2
609,10089,134,1
610,10089,171,2
611,10089,2,2
612,10089,203,1
613,10089,21,3
614,10089,272,1
615,10089,294,1
616,10089,295,1
617,10089,47,1
618,10089,53,1
619,10089,58,3
620,10089,67,2
621,10089,7,1
622,10089,75,6
623,1009,116,1
624,1009,15,1
625,1009,195,3
626,1009,196,1
627,1009,2,2
628,1009,34,3
629,1009,68,3
630,10090,172,1
631,10091,1,2
632,10091,109,1
633,10091,153,2
634,10091,172,1
635,10091,21,1
636,10091,229,1
637,10091,251,1
638,10091,260,1
639,10091,35,3
640,10091,76,1
641,10092,16,1
642,10092,17,2
643,10092,2,3
644,10092,245,2
645,10092,299,3
646,10092,4,3
647,10093,19,1
648,10093,219,1
649,10093,4,4
650,10094,1,2
651,10094,21,2
652,10094,254,1
653,10094,288,2
654,10095,102,2
655,10095,23,3
656,10095,25,1
657,10095,40,1
658,10095,62,1
659,10096,100,1
660,10096,139,1
661,10097,10,3
662,10097,114,1
663,10097,254,3
664,10097,47,1
665,10097,51,3
666,10097,6,3
667,10098,132,3
668,10098,144,2
669,10098,152,1
670,10098,195,1
671,10099,128,1
672,10099,206,1
673,101,173,3
674,101,2,2
675,101,214,1
676,101,225,1
677,101,274,1
678,101,286,1
679,101,33,1
680,101,47,2
681,101,5,2
682,101,60,1
683,101,67,1
684,101,82,1
685,101,93,1
686,1010,109,1
687,1010,13,2
688,1010,215,1
689,1010,267,1
690,1010,5,1
691,1010,60,2
692,10100,116,1
693,10100,152,1
694,10100,47,1
695,10100,67,1
696,10101,13,2
697,10101,163,1
698,10101,246,3
699,10101,26,3
700,10101,262,2
701,10101,284,1
702,10101,290,1
703,10101,6,1
704,10102,158,1
705,10102,189,2
706,10102,45,7
707,10102,50,1
708,10102,63,3
709,10102,7,1
710,10102,9,1
711,10103,10,3
712,10103,161,1
713,10103,22,3
714,10103,32,3
715,10103,39,1
716,10104,217,1
717,10105,12,3
718,10107,1,2
719,10107,108,2
720,10107,12,2
721,10107,13,3
722,10107,144,3
723,10107,158,2
724,10107,190,3
725,10107,212,2
726,10107,242,3
727,10107,77,1
728,10108,128,2
729,10108,14,1
730,10108,158,1
731,10108,164,3
732,10108,188,1
733,10108,244,1
734,10108,46,2
735,10108,62,1
736,10108,71,3
737,10108,87,6
738,10109,262,1
739,1011,0,1
740,1011,105,2
741,1011,12,3
742,1011,14,3
743,1011,172,4
744,1011,177,2
745,1011,2,4
746,1011,205,1
747,1011,219,1
748,1011,228,2
749,1011,24,1
750,1011,250,3
751,1011,49,3
752,1011,88,3
753,10110,33,1
754,10111,291,1
755,10112,41,2
756,10112,68,2
757,10114,114,2
758,10114,179,3
759,10114,194,1
760,10114,261,5
761,10114,36,1
762,10114,38,1
763,10114,48,1
764,10114,79,1
765,10114,89,2
766,10115,103,2
767,10115,128,1
768,10115,129,2
769,10115,13,1
770,10115,135,1
771,10115,14,2
772,10115,202,1
773,10115,214,1
774,10115,255,1
775,10115,6,2
776,10115,8,2
777,10115,87,2
778,10116,128,3
779,10116,294,2
780,10116,6,2
781,10116,65,1
782,10116,87,2
783,10117,106,1
784,10117,113,2
785,10117,128,3
786,10117,236,3
787,10117,46,1
788,1012,1,4
789,1012,104,1
790,1012,179,1
791,1012,200,1
792,1012,3,1
793,1012,44,2
794,1012,60,3
795,10121,130,1
796,10121,156,1
797,10121,196,1
798,10121,2,1
799,10121,229,1
800,10121,25,1
801,10121,3,1
802,10121,40,1
803,10121,43,1
804,10121,93,1
805,10122,173,1
806,10122,82,2
807,10123,102,3
808,10123,131,1
809,10123,188,1
810,10123,225,3
811,10123,62,1
812,10123,9,2
813,10124,151,1
814,10124,26,1
815,10124,268,1
816,10124,289,1
817,10124,3,2
818,10124,4,1
819,10124,66,2
820,10124,76,1
821,10124,80,1
822,10126,107,1
823,10126,11,1
824,10126,158,1
825,10126,24,1
826,10126,4,1
827,10126,73,3
828,10127,1,2
829,10127,119,1
830,10127,122,1
831,10127,144,2
832,10127,30,3
833,10127,53,1
834,10128,1,1
835,10128,100,1
836,10128,203,1
837,10128,238,1
838,10128,288,1
839,10129,106,1
840,1013,115,1
841,1013,136,1
842,1013,161,1
843,1013,168,1
844,1013,182,1
845,1013,20,1
846,1013,257,2
847,1013,263,1
848,1013,280,2
849,1013,34,6
850,1013,37,12
851,1013,61,1
852,1013,76,1
853,1013,9,3
854,1013,97,1
855,10131,111,1
856,10131,139,1
857,10131,167,1
858,10131,258,1
859,10131,278,1
860,10131,290,1
861,10131,57,2
862,10132,17,2
863,10132,76,2
864,10133,115,1
865,10133,126,2
866,10133,177,2
867,10133,179,1
868,10133,194,4
869,10133,195,1
870,10133,2,3
871,10133,228,2
872,10133,23,3
873,10133,241,1
874,10133,38,1
875,10133,42,1
876,10133,50,1
877,10133,76,1
878,10133,8,1
879,10133,86,1
880,10134,208,1
881,10135,47,1
882,10135,59,1
883,10135,6,2
884,10136,205,1
885,10136,41,2
886,10138,12,2
887,10138,126,2
888,10138,150,1
889,10138,241,1
890,10138,269,1
891,10138,289,1
892,10138,38,2
893,10138,61,1
894,10138,62,1
895,10138,66,1
896,10138,68,3
897,10139,153,1
898,10139,47,1
899,10139,97,1
900,1014,152,1
901,1014,203,1
902,10140,152,1
903,10140,167,1
904,10140,43,1
905,10140,5,1
906,10140,63,1
907,10140,9,1
908,10140,97,1
909,10141,15,3
910,10141,162,1
911,10141,241,1
912,10141,38,2
913,10141,55,4
914,10141,8,2
915,10142,105,2
916,10142,11,1
917,10142,161,1
918,10142,213,2
919,10143,123,2
920,10143,240,1
921,10143,46,6
922,10143,80,2
923,10144,1,2
924,10144,295,1
925,10145,159,4
926,10145,210,1
927,10145,241,2
928,10145,33,1
929,10145,67,1
930,10146,106,1
931,10146,11,1
932,10146,120,1
933,10146,13,1
934,10146,139,1
935,10146,156,2
936,10146,166,1
937,10146,172,1
938,10146,178,1
939,10146,25,2
940,10146,50,1
941,10146,52,2
942,10146,6,2
943,10146,64,1
944,10146,7,2
945,10146,87,3
946,10146,93,1
947,10148,263,2
948,10148,65,2
949,10149,1,2
950,10149,10,1
951,10149,109,1
952,10149,113,1
953,10149,124,1
954,10149,128,2
955,10149,135,1
956,10149,25,1
957,10149,255,1
958,10149,26,1
959,10149,294,1
960,10149,41,2
961,10149,87,4
962,1015,1,3
963,1015,111,3
964,1015,112,2
965,1015,238,3
966,1015,261,3
967,1015,266,2
968,1015,39,2
969,1015,56,2
970,1015,77,2
971,1015,84,2
972,1015,86,1
973,10151,1,3
974,10151,13,1
975,10151,290,1
976,10152,146,2
977,10152,199,1
978,10152,279,3
979,10152,56,1
980,10152,63,1
981,10152,80,1
982,10153,15,1
983,10153,16,2
984,10153,179,1
985,10153,18,2
986,10153,195,2
987,10153,33,1
988,10153,44,1
989,10153,60,1
990,10155,1,1
991,10155,136,1
992,10155,137,1
993,10155,147,1
994,10155,148,1
995,10155,17,1
996,10155,19,3
997,10155,210,1
998,10155,23,2
999,10155,237,1
1000,10155,251,1
1001,10155,255,1
1002,10155,260,1
1003,10155,277,3
1004,10155,29,2
1005,10155,61,1
1006,10155,65,1
1007,10155,78,1
1008,10155,96,1
1009,10156,164,1
1010,10156,174,1
1011,10156,221,2
1012,10156,46,1
1013,10157,205,1
1014,10157,260,3
1015,10159,113,1
1016,10159,18,3
1017,10159,257,2
1018,1016,11,3
1019,1016,2,2
1020,1016,23,3
1021,10160,153,1
1022,10160,206,1
1023,10161,19,3
1024,10161,280,1
1025,10161,31,2
1026,10162,231,3
1027,10162,6,1
1028,10163,70,1
1029,10164,53,2
1030,10165,101,1
1031,10165,134,3
1032,10165,216,1
1033,10166,1,1
1034,10166,17,1
1035,10166,223,1
1036,10167,111,1
1037,10167,201,2
1038,10167,206,1
1039,10167,76,1
1040,10169,140,1
1041,10169,213,1
1042,10169,285,3
1043,1017,116,1
1044,1017,13,1
1045,1017,138,1
1046,1017,175,1
1047,1017,191,1
1048,1017,25,1
1049,1017,255,1
1050,1017,261,1
1051,1017,268,1
1052,1017,43,1
1053,1017,5,1
1054,1017,60,1
1055,1017,62,1
1056,1017,66,1
1057,1017,67,1
1058,1017,82,3
1059,10170,118,2
1060,10170,124,2
1061,10170,182,1
1062,10170,43,2
1063,10170,72,1
1064,10171,0,15
1065,10171,133,1
1066,10171,18,2
1067,10171,24,1
1068,10171,272,1
1069,10171,57,2
1070,10172,45,1
1071,10173,195,1
1072,10173,215,1
1073,10173,273,1
1074,10174,136,1
1075,10174,137,1
1076,10174,222,1
1077,10176,103,1
1078,10176,105,1
1079,10176,107,1
1080,10176,19,1
1081,10176,23,1
1082,10176,29,1
1083,10176,7,1
1084,10176,77,1
1085,10176,92,1
1086,10177,117,1
1087,10177,181,1
1088,10177,2,1
1089,10177,42,1
1090,10177,82,2
1091,10178,87,3
1092,10179,172,1
1093,10179,24,3
1094,10179,25,1
1095,10179,4,3
1096,10179,42,3
1097,1018,145,1
1098,1018,148,1
1099,1018,170,1
1100,1018,238,2
1101,1018,269,1
1102,1018,98,1
1103,10180,137,1
1104,10180,254,1
1105,10180,7,1
1106,10181,159,1
1107,10181,53,2
1108,10182,12,1
1109,10182,137,1
1110,10182,14,2
1111,10182,15,1
1112,10182,201,2
1113,10182,61,1
1114,10182,69,1
1115,10182,89,1
1116,10182,96,2
1117,10183,3,2
1118,10183,46,1
1119,10184,135,4
1120,10184,172,3
1121,10184,30,2
1122,10184,52,2
1123,10185,112,1
1124,10185,124,1
1125,10185,25,2
1126,10185,51,2
1127,10186,131,2
1128,10186,133,1
1129,10186,166,1
1130,10186,274,1
1131,10186,45,1
1132,10186,64,2
1133,10186,9,1
1134,10187,105,1
1135,10187,189,2
1136,10188,1,2
1137,10188,104,1
1138,10188,2,1
1139,10188,243,3
1140,10188,69,1
1141,10189,151,1
1142,1019,113,1
1143,1019,145,1
1144,1019,20,2
1145,1019,251,1
1146,1019,28,1
1147,1019,289,2
1148,10190,168,1
1149,10190,269,1
1150,10190,5,1
1151,10191,128,3
1152,10192,256,2
1153,10193,106,1
1154,10193,14,1
1155,10193,19,1
1156,10193,2,1
1157,10193,89,1
1158,10194,1,3
1159,10194,102,1
1160,10194,137,1
1161,10194,141,1
1162,10194,149,1
1163,10194,192,2
1164,10194,288,1
1165,10194,97,3
1166,10195,148,1
1167,10195,179,1
1168,10195,55,2
1169,10196,18,2
1170,10196,76,1
1171,10197,136,1
1172,10197,142,1
1173,10197,149,1
1174,10197,182,1
1175,10197,50,2
1176,10197,9,1
1177,10198,10,1
1178,10198,78,1
1179,10199,106,1
1180,10199,152,1
1181,102,145,1
1182,102,15,1
1183,102,178,1
1184,102,182,1
1185,102,192,1
1186,102,2,1
1187,102,20,2
1188,102,203,1
1189,102,241,1
1190,102,255,1
1191,102,260,2
1192,102,29,1
1193,102,7,1
1194,102,77,1
1195,1020,1,2
1196,1020,31,2
1197,1020,60,2
1198,10200,87,1
1199,10201,135,1
1200,10201,175,1
1201,10201,231,1
1202,10201,260,1
1203,10201,277,2
1204,10201,88,1
1205,10202,169,9
1206,10202,172,1
1207,10202,179,1
1208,10202,186,1
1209,10202,189,2
1210,10202,192,1
1211,10202,2,1
1212,10202,229,3
1213,10202,268,1
1214,10202,280,1
1215,10202,30,5
1216,10202,44,3
1217,10202,56,1
1218,10203,128,3
1219,10203,161,1
1220,10204,161,1
1221,10204,182,1
1222,10204,217,2
1223,10205,1,1
1224,10205,26,3
1225,10205,283,1
1226,10205,295,1
1227,10205,45,2
1228,10205,50,1
1229,10206,144,1
1230,10207,276,3
1231,10208,5,1
1232,10208,76,2
1233,10209,13,1
1234,10209,159,1
1235,10209,161,1
1236,10209,162,2
1237,10209,19,4
1238,10209,260,1
1239,10209,263,1
1240,10209,33,1
1241,10209,59,2
1242,10209,76,1
1243,10209,81,1
1244,10209,95,1
1245,1021,0,3
1246,1021,1,6
1247,1021,10,3
1248,1021,100,1
1249,1021,103,1
1250,1021,105,1
1251,1021,11,1
1252,1021,114,1
1253,1021,115,2
1254,1021,120,1
1255,1021,134,2
1256,1021,138,1
1257,1021,14,1
1258,1021,144,1
1259,1021,146,1
1260,1021,148,1
1261,1021,15,1
1262,1021,150,1
1263,1021,16,3
1264,1021,162,2
1265,1021,167,1
1266,1021,173,5
1267,1021,18,3
1268,1021,185,1
1269,1021,19,4
1270,1021,191,1
1271,1021,195,2
1272,1021,196,1
1273,1021,2,5
1274,1021,20,2
1275,1021,205,1
1276,1021,21,2
1277,1021,210,1
1278,1021,219,1
1279,1021,224,1
1280,1021,229,1
1281,1021,249,1
1282,1021,251,1
1283,1021,264,3
1284,1021,270,1
1285,1021,283,5
1286,1021,289,1
1287,1021,297,1
1288,1021,31,4
1289,1021,34,2
1290,1021,35,1
1291,1021,36,1
1292,1021,37,3
1293,1021,44,2
1294,1021,48,1
1295,1021,5,1
1296,1021,59,2
1297,1021,61,2
1298,1021,67,1
1299,1021,7,3
1300,1021,75,3
1301,1021,78,2
1302,1021,82,4
1303,1021,85,1
1304,1021,9,1
1305,1021,90,3
1306,1021,92,1
1307,10211,60,1
1308,10212,45,2
1309,10213,105,1
1310,10213,231,1
1311,10213,43,1
1312,10213,90,1
1313,10214,107,1
1314,10214,11,1
1315,10214,131,1
1316,10214,144,1
1317,10214,16,2
1318,10214,180,1
1319,10214,193,1
1320,10214,194,1
1321,10214,202,1
1322,10214,203,1
1323,10214,21,2
1324,10214,23,1
1325,10214,255,1
1326,10214,29,1
1327,10214,297,1
1328,10214,36,1
1329,10214,38,4
1330,10214,39,1
1331,10214,4,2
1332,10214,44,1
1333,10214,48,1
1334,10214,51,1
1335,10214,56,1
1336,10214,64,1
1337,10214,69,2
1338,10214,8,1
1339,10214,86,1
1340,10214,94,4
1341,10215,116,1
1342,10216,290,1
1343,10216,40,2
1344,10216,57,1
1345,10217,1,2
1346,10217,190,1
1347,10217,21,1
1348,10217,219,1
1349,10217,279,3
1350,10217,36,2
1351,10217,38,1
1352,10217,49,5
1353,10217,79,2
1354,10218,25,6
1355,10219,106,1
1356,10219,164,2
1357,10219,46,3
1358,1022,1,4
1359,1022,164,1
1360,1022,203,1
1361,1022,21,2
1362,1022,265,1
1363,1022,46,1
1364,1022,47,2
1365,1022,64,2
1366,10220,114,2
1367,10220,168,1
1368,10220,289,3
1369,10220,34,3
1370,10220,78,1
1371,10221,1,2
1372,10221,108,1
1373,10221,114,1
1374,10221,122,1
1375,10221,13,2
1376,10221,137,1
1377,10221,16,1
1378,10221,206,1
1379,10221,211,1
1380,10221,216,1
1381,10221,219,1
1382,10221,222,4
1383,10221,224,1
1384,10221,39,2
1385,10221,4,1
1386,10221,94,1
1387,10221,96,1
1388,10222,154,1
1389,10222,201,3
1390,10222,274,1
1391,10222,87,1
1392,10223,241,1
1393,10223,44,1
1394,10224,115,1
1395,10224,231,1
1396,10225,123,1
1397,10225,160,1
1398,10225,173,3
1399,10225,176,1
1400,10225,183,1
1401,10225,192,2
1402,10225,200,1
1403,10225,238,1
1404,10225,257,1
1405,10225,33,1
1406,10225,43,2
1407,10225,64,1
1408,10225,69,1
1409,10225,79,1
1410,10225,8,1
1411,10225,80,1
1412,10226,0,3
1413,10226,1,2
1414,10226,100,1
1415,10226,104,1
1416,10226,108,1
1417,10226,116,1
1418,10226,122,1
1419,10226,123,3
1420,10226,137,1
1421,10226,154,1
1422,10226,213,1
1423,10226,258,1
1424,10226,262,1
1425,10226,35,1
1426,10226,57,2
1427,10226,58,2
1428,10226,67,1
1429,10226,72,1
1430,10226,80,3
1431,10226,84,3
1432,10226,98,3
1433,10228,168,3
1434,10228,3,2
1435,10228,71,1
1436,10229,16,1
1437,10229,17,2
1438,10229,18,3
1439,10229,196,1
1440,10229,257,1
1441,10229,262,3
1442,10229,33,1
1443,10229,5,1
1444,1023,1,2
1445,1023,143,1
1446,1023,147,1
1447,1023,16,2
1448,1023,170,1
1449,1023,221,1
1450,1023,231,1
1451,1023,278,1
1452,1023,283,5
1453,1023,299,1
1454,1023,36,2
1455,1023,62,1
1456,1023,67,1
1457,1023,70,1
1458,1023,9,1
1459,10230,13,2
1460,10230,274,1
1461,10232,183,2
1462,10233,119,3
1463,10233,196,1
1464,10233,5,1
1465,10233,53,3
1466,10234,117,3
1467,10234,185,1
1468,10234,187,1
1469,10234,19,1
1470,10234,299,2
1471,10234,93,2
1472,10235,102,1
1473,10235,113,1
1474,10235,141,1
1475,10235,172,1
1476,10235,233,1
1477,10235,291,1
1478,10235,51,1
1479,10236,162,1
1480,10236,181,2
1481,10236,19,1
1482,10236,39,1
1483,10238,136,1
1484,10238,143,1
1485,10238,147,1
1486,10238,149,1
1487,10238,184,1
1488,10238,193,1
1489,10238,229,2
1490,10238,289,1
1491,10238,8,1
1492,10239,109,3
1493,1024,123,2
1494,1024,231,3
1495,1024,33,1
1496,10240,13,1
1497,10240,269,1
1498,10241,123,1
1499,10241,80,1
1500,10245,199,1
1501,10247,127,5
1502,10247,13,2
1503,10247,163,2
1504,10247,172,1
1505,10247,179,2
1506,10247,204,2
